Date,Co2,Ordinal_date,Detrended_co2
2008-03-15,385.64,18250,0.3061597693105682
2008-03-22,386.17,18257,0.7965739856697382
2008-03-29,386.7,18264,1.2869786588808552
2008-04-05,388.0,18271,2.5473737889440144
2008-04-12,385.9,18278,0.40775937585914335
2008-04-19,386.38,18285,0.8481354196263737
2008-04-26,387.19,18292,1.618501920245535
2008-05-03,386.94,18299,1.3288588777167547
2008-05-10,388.9,18306,3.2492062920399007
2008-05-17,388.84,18313,3.1495441632151255
2008-05-24,388.53,18320,2.799872491242354
2008-05-31,388.48,18327,2.710191276121634
2008-06-07,388.16,18334,2.350500517852879
2008-06-14,387.79,18341,1.9408002164361164
2008-06-21,387.54,18348,1.651090371871362
2008-06-28,388.11,18355,2.1813709841586615
2008-07-05,387.08,18362,1.111642053297885
2008-07-12,386.11,18369,0.10190357928922822
2008-07-19,385.73,18376,-0.3178444378675067
2008-07-26,385.96,18383,-0.12760199817222428
2008-08-02,384.91,18390,-1.2173691016249109
2008-08-09,384.68,18397,-1.4871457482256005
2008-08-16,383.89,18404,-2.3169319379742888
2008-08-23,383.55,18411,-2.696727670870871
2008-08-30,383.16,18418,-3.1265329469155176
2008-09-06,383.18,18425,-3.1463477661081924
2008-09-13,383.37,18432,-2.9961721284487908
2008-09-20,382.98,18439,-3.4260060339374263
2008-09-27,382.92,18446,-3.525849482574017
2008-10-04,382.66,18453,-3.825702474358593
2008-10-11,382.72,18460,-3.805565009291172
2008-10-18,382.96,18467,-3.605437087371797
2008-10-25,382.94,18474,-3.6653187086003527
2008-11-01,383.61,18481,-3.035209872976907
2008-11-08,383.6,18488,-3.085110580501464
2008-11-15,384.03,18495,-2.69502083117402
2008-11-22,384.32,18502,-2.444940624994558
2008-11-29,384.46,18509,-2.34486996196307
2008-12-06,384.77,18516,-2.0748088420795625
2008-12-13,384.89,18523,-1.9947572653441057
2008-12-20,385.15,18530,-1.774715231756602
2008-12-27,385.8,18537,-1.1646827413170513
2009-01-03,386.01,18544,-0.9946597940254946
2009-01-10,386.53,18551,-0.5146463898819889
2009-01-17,386.64,18558,-0.4446425288864475
2009-01-24,387.05,18565,-0.07464821103883423
2009-01-31,387.26,18572,0.09533656366068044
2009-02-07,386.51,18579,-0.6946882047877239
2009-02-14,387.44,18586,0.19527748361582553
2009-02-21,387.4,18593,0.1152336288714082
2009-02-28,387.48,18600,0.15518023097905598
2009-03-07,388.54,18607,1.1751172899386688
2009-03-14,388.64,18614,1.235044805750249
2009-03-21,388.44,18621,0.9949627784139352
2009-03-28,389.17,18628,1.6848712079295183
2009-04-04,389.39,18635,1.864770094297171
2009-04-11,389.74,18642,2.174659437516823
2009-04-18,388.67,18649,1.0645392375885194
2009-04-25,390.37,18656,2.7244094945122015
2009-05-02,390.16,18663,2.474270208287919
2009-05-09,389.87,18670,2.1441213789155427
2009-05-16,390.3,18677,2.533963006395254
2009-05-23,390.76,18684,2.9537950907269988
2009-05-30,389.35,18691,1.5036176319107426
2009-06-06,390.46,18698,2.573430629946415
2009-06-13,390.01,18705,2.083234084834203
2009-06-20,388.88,18712,0.9130279965739874
2009-06-27,388.72,18719,0.7128123651657461
2009-07-04,388.3,18726,0.2525871906095176
2009-07-11,388.68,18733,0.5923524729053042
2009-07-18,388.03,18740,-0.09789178794693498
2009-07-25,387.48,18747,-0.6881455919470909
2009-08-01,387.16,18754,-1.0484089390952818
2009-08-08,386.67,18761,-1.5786818293914848
2009-08-15,385.27,18768,-3.0189642628356523
2009-08-22,386.05,18775,-2.2792562394278093
2009-08-29,385.65,18782,-2.7195577591679694
2009-09-05,385.3,18789,-3.1098688220560575
2009-09-12,384.48,18796,-3.970189428092226
2009-09-19,384.61,18803,-3.8805195772763454
2009-09-26,384.51,18810,-4.020859269608479
2009-10-03,383.43,18817,-5.141208505088514
2009-10-10,384.28,18824,-4.331567283716652
2009-10-17,384.55,18831,-4.101935605492713
2009-10-24,384.79,18838,-3.9023134704168
2009-10-31,385.18,18845,-3.5527008784888494
2009-11-07,385.6,18852,-3.1730978297088654
2009-11-14,386.09,18859,-2.7235043240769983
2009-11-21,386.31,18866,-2.5439203615929955
2009-11-28,386.73,18873,-2.1643459422570004
2009-12-05,386.91,18880,-2.0247810660690106
2009-12-12,386.81,18887,-2.1652257330290468
2009-12-19,388.04,18894,-0.9756799431369814
2009-12-26,388.19,18901,-0.86614369639301
2010-01-02,388.41,18908,-0.686616992796985
2010-01-09,388.17,18915,-0.9670998323489357
2010-01-16,388.69,18922,-0.48759221504889183
2010-01-23,388.59,18929,-0.6280941408969056
2010-01-30,389.04,18936,-0.2186056098928475
2010-02-06,390.91,18943,1.6108733779632303
2010-02-13,389.78,18950,0.4403428226712549
2010-02-20,390.84,18957,1.4598027242313378
2010-02-27,389.38,18964,-0.04074691735650049
2010-03-06,391.07,18971,1.6086938979075853
2010-03-13,391.37,18978,1.8681251700237453
2010-03-20,391.55,18985,2.0075468989918477
2010-03-27,390.08,18992,0.4969590848119765
2010-04-03,391.15,18999,1.5263617274840726
2010-04-10,391.6,19006,1.9357548270082816
2010-04-17,393.27,19013,3.565138383384408
2010-04-24,393.27,19020,3.524512396612579
2010-05-01,392.99,19027,3.2038768666928377
2010-05-08,392.97,19034,3.1432317936250342
2010-05-15,393.13,19041,3.2625771774091845
2010-05-22,393.55,19048,3.641913018045443
2010-05-29,393.02,19055,3.071239315533603
2010-06-05,393.08,19062,3.0905560698738554
2010-06-12,392.35,19069,2.319863281066148
2010-06-19,391.73,19076,1.659160949110401
2010-06-26,391.46,19083,1.3484490740066235
2010-07-03,391.01,19090,0.8577276557548998
2010-07-10,390.2,19097,0.006996694355166255
2010-07-17,389.91,19104,-0.32374381019252496
2010-07-24,390.12,19111,-0.15449385788821246
2010-07-31,389.49,19118,-0.8252534487319281
2010-08-07,389.06,19125,-1.2960225827235945
2010-08-14,388.76,19132,-1.6368012598632617
2010-08-21,388.12,19139,-2.317589480150957
2010-08-28,387.42,19146,-3.058387243586594
2010-09-04,386.91,19153,-3.60919455017023
2010-09-11,386.85,19160,-3.710011399901873
2010-09-18,386.97,19167,-3.630837792781449
2010-09-25,386.87,19174,-3.7716737288091053
2010-10-02,386.75,19181,-3.9325192079847966
2010-10-09,386.98,19188,-3.7433742303083477
2010-10-16,387.03,19195,-3.7342387957799588
2010-10-23,387.8,19202,-3.005112904399539
2010-10-30,387.78,19209,-3.0659965561671356
2010-11-06,387.95,19216,-2.936889751082674
2010-11-13,388.27,19223,-2.6577924891462317
2010-11-20,389.11,19230,-1.8587047703577468
2010-11-27,389.59,19237,-1.419626594717272
2010-12-04,389.88,19244,-1.170557962224791
2010-12-11,389.75,19251,-1.3414988728803223
2010-12-18,389.58,19258,-1.5524493266838135
2010-12-25,389.96,19265,-1.2134093236352896
2011-01-01,390.5,19272,-0.7143788637347939
2011-01-08,391.61,19279,0.35464205301775564
2011-01-15,391.06,19286,-0.23634657337771614
2011-01-22,391.25,19293,-0.08734474292117511
2011-01-29,392.0,19300,0.6216475443873719
2011-02-05,391.89,19307,0.47063028854796585
2011-02-12,391.52,19314,0.059603489560515754
2011-02-19,391.82,19321,0.3185671474250853
2011-02-26,392.5,19328,0.9575212621417108
2011-03-05,391.59,19335,0.006465833710308289
2011-03-12,391.94,19342,0.3154008621309572
2011-03-19,392.43,19349,0.7643263474035393
2011-03-26,394.11,19356,2.4032422895281798
2011-04-02,393.4,19363,1.6521486885047807
2011-04-09,392.71,19370,0.9210455443334808
2011-04-16,393.73,19377,1.8999328570141643
2011-04-23,393.22,19384,1.3488106265468218
2011-04-30,393.59,19391,1.6776788529314786
2011-05-07,393.36,19398,1.4065375361681731
2011-05-14,393.84,19405,1.845386676256851
2011-05-21,395.12,19412,3.0842262731976007
2011-05-28,394.49,19419,2.413056326990329
2011-06-04,394.08,19426,1.9618768376350317
2011-06-11,393.42,19433,1.260687805131795
2011-06-18,393.92,19440,1.71948922948053
2011-06-25,393.37,19447,1.1282811106812574
2011-07-02,393.31,19454,1.0270634487340544
2011-07-09,393.61,19461,1.285836243638812
2011-07-16,392.64,19468,0.2745994953955915
2011-07-23,391.13,19475,-1.276646795995589
2011-07-30,391.77,19482,-0.6779026305348452
2011-08-06,390.76,19489,-1.7291680082220182
2011-08-13,390.53,19496,-2.0004429290572716
2011-08-20,389.82,19503,-2.751727393040369
2011-08-27,389.41,19510,-3.203021400171508
2011-09-03,389.23,19517,-3.424324950450682
2011-09-10,389.17,19524,-3.525638043877791
2011-09-17,389.15,19531,-3.5869606804529894
2011-09-24,388.86,19538,-3.9182928601760523
2011-10-01,388.91,19545,-3.9096345830471932
2011-10-08,388.74,19552,-4.120985849066301
2011-10-15,388.91,19559,-3.992346658233373
2011-10-22,389.09,19566,-3.8537170105485075
2011-10-29,389.45,19573,-3.5350969060115744
2011-11-05,389.64,19580,-3.386486344622597
2011-11-12,390.24,19587,-2.8278853263816472
2011-11-19,390.44,19594,-2.669293851288728
2011-11-26,390.77,19601,-2.380711919343753
2011-12-03,391.08,19608,-2.112139530546756
2011-12-10,391.7,19615,-1.5335766848978096
2011-12-17,392.24,19622,-1.035023382396787
2011-12-24,392.09,19629,-1.226479623043815
2011-12-31,392.26,19636,-1.0979454068387895
2012-01-07,392.92,19643,-0.47942073378169425
2012-01-14,393.61,19650,0.16909439612732058
2012-01-21,393.04,19657,-0.4424000171116518
2012-01-28,393.03,19664,-0.49390397349861814
2012-02-04,392.43,19671,-1.1354174730335558
2012-02-11,393.45,19678,-0.15694051571648515
2012-02-18,393.97,19685,0.32152689845264604
2012-02-25,393.62,19692,-0.07001523052628045
2012-03-03,394.17,19699,0.4384330973468309
2012-03-10,393.38,19706,-0.3931281179280859
2012-03-17,394.79,19713,0.9753011236490465
2012-03-24,395.15,19720,1.2937208220781145
2012-03-31,394.91,19727,1.0121309773593339
2012-04-07,396.45,19734,2.510531589492359
2012-04-14,396.38,19741,2.398922658477545
2012-04-21,396.56,19748,2.537304184314678
2012-04-28,396.7,19755,2.635676167003851
2012-05-05,397.08,19762,2.9740386065450366
2012-05-12,397.28,19769,3.132391502938219
2012-05-19,396.56,19776,2.3707348561834465
2012-05-26,396.28,19783,2.0490686662806183
2012-06-02,396.03,19790,1.7573929332298803
2012-06-09,396.02,19797,1.7057076570310983
2012-06-16,395.86,19804,1.5040128376843995
2012-06-23,395.73,19811,1.3323084751896204
2012-06-30,395.41,19818,0.970594569546904
2012-07-07,394.86,19825,0.37887112075617324
2012-07-14,394.59,19832,0.06713812881741887
2012-07-21,394.35,19839,-0.21460440626924537
2012-07-28,393.6,19846,-1.0063564845039537
2012-08-04,393.39,19853,-1.2581181058866946
2012-08-11,392.93,19860,-1.7598892704173181
2012-08-18,392.31,19867,-2.42166997809602
2012-08-25,391.7,19874,-3.07346022892267
2012-09-01,391.98,19881,-2.83526002289733
2012-09-08,391.0,19888,-3.8570693600199775
2012-09-15,391.03,19895,-3.86888824029063
2012-09-22,391.02,19902,-3.9207166637092428
2012-09-29,390.99,19909,-3.9925546302758335
2012-10-20,391.29,19930,-3.818125788863597
2012-10-27,391.46,19937,-3.690001928022241
2012-11-03,391.76,19944,-3.431887610328772
2012-11-10,392.77,19951,-2.463782835783377
2012-11-17,393.42,19958,-1.8556876043858779
2012-11-24,393.36,19965,-1.9576019161364115
2012-12-01,393.61,19972,-1.7495257710349392
2012-12-08,394.05,19979,-1.3514591690814655
2012-12-15,394.46,19986,-0.9834021102760175
2012-12-22,394.83,19993,-0.6553545946185295
2012-12-29,394.62,20000,-0.907316622108965
2013-01-05,394.99,20007,-0.5792881927474696
2013-01-12,395.57,20014,-0.041269306533934014
2013-01-19,396.21,20021,0.5567400365315507
2013-01-26,395.64,20028,-0.05526016355088359
2013-02-02,396.39,20035,0.652730093218679
2013-02-09,396.46,20042,0.6807108068401817
2013-02-16,397.31,20049,1.4886819773137745
2013-02-23,396.88,20056,1.0166436046393414
2013-03-02,397.13,20063,1.2245956888169758
2013-03-09,396.64,20070,0.6925382298465479
2013-03-16,397.25,20077,1.2604712277282033
2013-03-23,397.21,20084,1.1783946824617715
2013-03-30,398.39,20091,2.3163085940474275
2013-04-06,398.05,20098,1.9342129624851054
2013-04-13,397.43,20105,1.2721077877747575
2013-04-20,398.76,20112,2.559993069916402
2013-04-27,399.33,20119,3.087868808910059
2013-05-04,399.64,20126,3.3557350047557293
2013-05-11,399.78,20133,3.453591657453387
2013-05-18,400.04,20140,3.671438767003167
2013-05-25,400.22,20147,3.8092763334048527
2013-06-01,399.43,20154,2.9771043566585718
2013-06-08,398.91,20161,2.414922836764333
2013-06-15,398.58,20168,2.0427317737219823
2013-06-22,398.5,20175,1.920531167531749
2013-06-29,398.65,20182,2.0283210181934805
2013-07-06,397.56,20189,0.8961013257073205
2013-07-13,397.48,20196,0.7738720900730982
2013-07-20,396.83,20203,0.08163331129082962
2013-07-27,396.98,20210,0.18938498936063297
2013-08-03,396.61,20217,-0.22287287571754177
2013-08-10,395.55,20224,-1.3251402839437105
2013-08-17,395.24,20231,-1.6774172353179324
2013-08-24,394.73,20238,-2.2297037298400824
2013-08-31,394.33,20245,-2.671999767510272
2013-09-07,393.52,20252,-3.5243053483284257
2013-09-14,393.25,20259,-3.8366204722944985
2013-09-21,393.53,20266,-3.59894513940867
2013-09-28,393.22,20273,-3.951279349670756
2013-10-05,393.47,20280,-3.7436231030809495
2013-10-12,393.52,20287,-3.735976399639071
2013-10-19,393.93,20294,-3.3683392393451186
2013-10-26,394.13,20301,-3.2107116221992555
2013-11-02,394.39,20308,-2.9930935482013297
2013-11-09,395.25,20315,-2.1754850173513773
2013-11-16,394.85,20322,-2.617886029649412
2013-11-23,395.66,20329,-1.850296585095407
2013-11-30,396.06,20336,-1.4927166836894799
2013-12-07,396.27,20343,-1.3251463254315468
2013-12-14,396.52,20350,-1.1175855103215326
2013-12-21,397.3,20357,-0.3800342383595421
2013-12-28,397.59,20364,-0.1324925095455569
2014-01-04,397.9,20371,0.13503967612047063
2014-01-11,397.82,20378,0.012562318638515535
2014-01-18,398.13,20385,0.2800754180085505
2014-01-25,397.75,20392,-0.14242102576940852
2014-02-01,398.02,20399,0.08507298730461343
2014-02-08,397.98,20406,0.0025574572306936716
2014-02-15,397.79,20413,-0.22996761599119964
2014-02-22,398.24,20420,0.1774977676388403
2014-03-01,397.92,20427,-0.18504639187904104
2014-03-08,398.88,20434,0.7323999054550541
2014-03-15,400.68,20441,2.489836659641128
2014-03-22,399.62,20448,1.3872638706792486
2014-03-29,400.34,20455,2.0646815385693458
2014-04-05,401.32,20462,3.0020896633114944
2014-04-12,401.22,20469,2.8594882449057195
2014-04-19,401.29,20476,2.8868772833518506
2014-04-26,401.42,20483,2.9742567786499876
2014-05-03,401.74,20490,3.251626730800183
2014-05-10,401.51,20497,2.9789871398023706
2014-05-17,402.18,20504,3.6063380056565393
2014-05-24,401.44,20511,2.8236793283627435
2014-05-31,402.12,20518,3.4610111079209673
2014-06-07,401.55,20525,2.848333344331195
2014-06-14,401.31,20532,2.5656460375934103
2014-06-21,401.21,20539,2.4229491877076157
2014-06-28,400.57,20546,1.740242794673918
2014-07-05,400.06,20553,1.1875268584921628
2014-07-12,399.58,20560,0.6648013791624408
2014-07-19,398.54,20567,-0.4179336433152798
2014-07-26,397.86,20574,-1.140678208940983
2014-08-02,397.86,20581,-1.1834323177146757
2014-08-09,397.45,20588,-1.6361959696363897
2014-08-16,397.23,20595,-1.8989691647061022
2014-08-23,396.75,20602,-2.421751902923802
2014-08-30,396.37,20609,-2.844544184289475
2014-09-06,396.35,20616,-2.9073460088030743
2014-09-13,394.8,20623,-4.500157376464756
2014-09-20,395.32,20630,-4.022978287274384
2014-09-27,395.55,20637,-3.8358087412320288
2014-10-04,395.57,20644,-3.8586487383376493
2014-10-11,395.49,20651,-3.981498278591232
2014-10-18,395.72,20658,-3.794357361992809
2014-10-25,395.91,20665,-3.6472259885424023
2014-11-01,396.52,20672,-3.080104158240033
2014-11-08,396.9,20679,-2.7429918710855645
2014-11-15,397.34,20686,-2.345889127079147
2014-11-22,397.24,20693,-2.4887959262206323
2014-11-29,398.1,20700,-1.6717122685101913
2014-12-06,398.26,20707,-1.5546381539477352
2014-12-13,398.92,20714,-0.9375735825332185
2014-12-20,399.09,20721,-0.8105185542667641
2014-12-27,399.01,20728,-0.9334730691482491
2015-01-03,399.92,20735,-0.06643712717772132
2015-01-10,399.86,20742,-0.1694107283552171
2015-01-17,399.72,20749,-0.3523938726806932
2015-01-24,399.98,20756,-0.13538656015413153
2015-01-31,400.2,20763,0.04161120922435657
2015-02-07,400.02,20770,-0.18140056454507203
2015-02-14,400.15,20777,-0.09442188146255148
2015-02-21,400.36,20784,0.07254725847207055
2015-02-28,401.03,20791,0.699506855258619
2015-03-07,401.63,20798,1.2564569088972348
2015-03-14,401.8,20805,1.3833974193878475
2015-03-21,400.79,20812,0.330328386730514
2015-03-28,402.5,20819,1.9972498109250978
2015-04-04,402.74,20826,2.194161691971715
2015-04-11,403.88,20833,3.291064029870313
2015-04-18,403.8,20840,3.167956824620944
2015-04-25,403.22,20847,2.544840076223636
2015-05-02,404.07,20854,3.3517137846782816
2015-05-09,404.09,20861,3.328577949984947
2015-05-16,404.31,20868,3.505432572143661
2015-05-23,403.85,20875,3.0022776511543725
2015-05-30,403.81,20882,2.9191131870170466
2015-06-06,403.45,20889,2.515939179731788
2015-06-13,402.72,20896,1.7427556292985287
2015-06-20,402.63,20903,1.6095625357172594
2015-06-27,402.36,20910,1.296359898987987
2015-07-04,402.25,20917,1.1431477191107433
2015-07-11,401.71,20924,0.5599259960854965
2015-07-18,401.02,20931,-0.17330527008772378
2015-07-25,401.3,20938,0.0634539205910869
2015-08-01,398.74,20945,-2.5397964318781305
2015-08-08,399.21,20952,-2.1130563274953715
2015-08-15,399.12,20959,-2.2463257662604974
2015-08-22,399.03,20966,-2.3796047481737332
2015-08-29,398.8,20973,-2.652893273234838
2015-09-05,398.16,20980,-3.336191341443964
2015-09-12,397.1,20987,-4.439498952801159
2015-09-19,397.57,20994,-4.012816107306321
2015-09-26,397.42,21001,-4.206142804959427
2015-10-03,397.74,21008,-3.9294790457605586
2015-10-10,398.51,21015,-3.202824829709698
2015-10-17,398.61,21022,-3.146180156806736
2015-10-24,398.43,21029,-3.3695450270518563
2015-10-31,398.87,21036,-2.9729194404449117
2015-11-07,399.53,21043,-2.35630339698605
2015-11-14,400.75,21050,-1.1796968966750683
2015-11-21,400.42,21057,-1.5530999395120944
2015-11-28,400.83,21064,-1.1865125254971645
2015-12-05,400.91,21071,-1.149934654630158
2015-12-12,402.4,21078,0.2966336730887633
2015-12-19,402.32,21085,0.1731924576597521
2015-12-26,402.01,21092,-0.18025830091727357
2016-01-02,402.25,21099,0.016281397357772676
2016-01-09,402.23,21106,-0.04718844751522511
2016-01-16,402.68,21113,0.3593321644638081
2016-01-23,403.26,21120,0.8958432332948405
2016-01-30,402.79,21127,0.38234475897786524
2016-02-06,404.98,21134,2.5288367415129187
2016-02-13,403.22,21141,0.7253191808999304
2016-02-20,404.59,21148,2.0517920771389413
2016-02-27,403.98,21155,1.3982554302301082
2016-03-05,403.99,21162,1.3647092401731697
2016-03-12,404.51,21169,1.8411535069682259
2016-03-19,405.01,21176,2.2975882306153608
2016-03-26,406.16,21183,3.4040134111145335
2016-04-02,405.7,21190,2.9004290484655826
2016-04-09,408.56,21197,5.716835142668742
2016-04-16,408.16,21204,5.273231693723915
2016-04-23,407.7,21211,4.769618701631032
2016-04-30,407.84,21218,4.865996166390175
2016-05-07,407.51,21225,4.492364088001409
2016-05-14,407.54,21232,4.478722466464603
2016-05-21,407.41,21239,4.305071301779776
2016-05-28,407.92,21246,4.771410593946996
2016-06-04,407.52,21253,4.3277403429661945
2016-06-11,406.99,21260,3.7540605488374013
2016-06-18,407.02,21267,3.740371211560614
2016-06-25,406.4,21274,3.0766723311358533
2016-07-02,405.96,21281,2.592963907563103
2016-07-09,404.93,21288,1.5192459408423815
2016-07-16,403.64,21295,0.18551843097367282
2016-07-23,403.71,21302,0.21178137795692464
2016-07-30,403.76,21309,0.21803478179219837
2016-08-06,403.22,21316,-0.3657213575204423
2016-08-13,402.11,21323,-1.5194870399811293
2016-08-20,401.78,21330,-1.8932622655898967
2016-08-27,401.43,21337,-2.2870470343464717
2016-09-03,401.27,21344,-2.490841346251216
2016-09-10,401.13,21351,-2.6746452013038606
2016-09-17,401.25,21358,-2.598458599504454
2016-09-24,400.85,21365,-3.0422815408530823
2016-10-01,400.82,21372,-3.1161140253497592
2016-10-08,401.2,21379,-2.7799560529943506
2016-10-15,401.7,21386,-2.3238076237869905
2016-10-22,401.82,21393,-2.247668737727622
2016-10-29,402.38,21400,-1.7315393948161955
2016-11-05,403.15,21407,-1.0054195950527856
2016-11-12,403.12,21414,-1.0793093384373265
2016-11-19,403.95,21421,-0.29320862496990685
2016-11-26,404.44,21428,0.1528825453495415
2016-12-03,404.16,21435,-0.17103582747898827
2016-12-10,404.28,21442,-0.09496374345553704
2016-12-17,404.63,21449,0.2110987974199361
2016-12-24,404.66,21456,0.1971517951474766
2016-12-31,405.38,21463,0.8731952497269617
2017-01-07,405.94,21470,1.3892291611584824
2017-01-14,405.91,21477,1.3152535294420318
2017-01-21,406.37,21484,1.7312683545775371
2017-01-28,406.35,21491,1.6672736365650849
2017-02-04,406.2,21498,1.473269375404584
2017-02-11,406.02,21505,1.2492555710961142
2017-02-18,406.17,21512,1.3552322236397458
2017-02-25,408.07,21519,3.2111993330352675
2017-03-04,407.06,21526,2.1571568992828816
2017-03-11,406.53,21533,1.5831049223824607
2017-03-18,406.73,21540,1.7390434023341186
2017-03-25,407.89,21547,2.854972339137703
2017-04-01,408.66,21554,3.5808917327933045
2017-04-08,407.19,21561,2.0668015833009576
2017-04-15,409.12,21568,3.9527018906605917
2017-04-22,409.89,21575,4.6785926548722045
2017-04-29,409.04,21582,3.78447387593593
2017-05-06,409.54,21589,4.240345553851569
2017-05-13,409.83,21596,4.486207688619231
2017-05-20,410.18,21603,4.792060280238957
2017-05-27,409.88,21610,4.447903328710652
2017-06-03,409.67,21617,4.193736834034382
2017-06-10,409.62,21624,4.099560796210085
2017-06-17,408.82,21631,3.255375215237791
2017-06-24,408.43,21638,2.821180091117526
2017-07-01,407.77,21645,2.116975423849226
2017-07-08,407.68,21652,1.9827612134330366
2017-07-15,407.11,21659,1.3685374598687758
2017-07-22,406.76,21666,0.9743041631565461
2017-07-29,406.5,21673,0.6700613232963519
2017-08-05,405.93,21680,0.05580894028815919
2017-08-12,405.55,21687,-0.3684529858680321
2017-08-19,404.81,21694,-1.1527244551722902
2017-08-26,404.54,21701,-1.4670054676244604
2017-09-02,404.1,21708,-1.9512960232246428
2017-09-09,403.39,21715,-2.7055961219728033
2017-09-16,403.44,21722,-2.699905763868969
2017-09-23,402.95,21729,-3.234224948913095
2017-09-30,402.73,21736,-3.4985536771051784
2017-10-07,403.19,21743,-3.082891948445365
2017-10-14,403.6,21750,-2.7172397629334455
2017-10-21,404.05,21757,-2.3115971205695587
2017-10-28,404.25,21764,-2.1559640213536113
2017-11-04,404.28,21771,-2.170340465285733
2017-11-11,404.51,21778,-1.9847264523658055
2017-11-18,405.53,21785,-1.0091219825939106
2017-11-25,406.36,21792,-0.22352705596989608
2017-12-02,406.85,21799,0.22205832750609034
2017-12-09,406.16,21806,-0.5123658321659832
2017-12-16,406.5,21813,-0.21679953498602345
2017-12-23,407.07,21820,0.3087572190459582
2017-12-30,407.24,21827,0.4343044299299663
2018-01-06,407.96,21834,1.1098420976659327
2018-01-13,408.08,21841,1.1853702222539937
2018-01-20,408.26,21848,1.3208888036940039
2018-01-27,408.05,21855,1.0663978419860314
2018-02-03,407.63,21862,0.6018973371300831
2018-02-10,408.41,21869,1.337387289126184
2018-02-17,408.46,21876,1.3428676979741567
2018-02-24,408.69,21883,1.5283385636742537
2018-03-03,408.77,21890,1.5637998862263203
2018-03-10,409.64,21897,2.389251665630411
2018-03-17,408.69,21904,1.3946939018865123
2018-03-24,409.77,21911,2.43012659499459
2018-03-31,409.63,21918,2.245549744954758
2018-04-07,409.41,21925,1.9809633517668885
2018-04-14,410.1,21932,2.626367415431048
2018-04-21,411.36,21939,3.8417619359471473
2018-04-28,410.58,21946,3.01714691331523
2018-05-05,409.75,21953,2.1425223475354187
2018-05-12,411.62,21960,3.9678882386075998
2018-05-19,411.43,21967,3.7332445865317823
2018-05-26,411.81,21974,4.068591391307962
2018-06-02,411.15,21981,3.363928652936181
2018-06-09,411.24,21988,3.4092563714164044
2018-06-16,410.56,21995,2.6845745467485926
2018-06-23,410.81,22002,2.8898831789328483
2018-06-30,410.19,22009,2.225182267969103
2018-07-07,409.29,22016,1.280471813857389
2018-07-14,409.07,22023,1.0157518165976285
2018-07-21,408.49,22030,0.3910222761899149
2018-07-28,408.08,22037,-0.06371680736583585
2018-08-04,407.36,22044,-0.8284654340695283
2018-08-11,407.28,22051,-0.9532236039212876
2018-08-18,407.07,22058,-1.2079913169209817
2018-08-25,406.63,22065,-1.6927685730686335
2018-09-01,405.98,22072,-2.387555372364261
2018-09-08,405.61,22079,-2.802351714807969
2018-09-15,405.6,22086,-2.857157600399603
2018-09-22,405.69,22093,-2.811973029139267
2018-09-29,405.56,22100,-2.986798001026898
2018-10-06,405.56,22107,-3.0316325160625297
2018-10-13,405.91,22114,-2.726476574246135
2018-10-20,406.42,22121,-2.2613301755777115
2018-10-27,406.51,22128,-2.216193320057357
2018-11-03,406.83,22135,-1.941066007684924
2018-11-10,407.69,22142,-1.1259482384605235
2018-11-17,409.11,22149,0.24915998761593983
2018-11-24,408.46,22156,-0.44574132945564315
2018-12-01,408.56,22163,-0.3906521896751656
2018-12-08,408.92,22170,-0.07557259304269337
2018-12-15,409.56,22177,0.5194974604417553
2018-12-22,409.73,22184,0.6445579707782372
2018-12-29,409.26,22191,0.12960893796673645
2019-01-05,410.32,22198,1.1446503620072122
2019-01-12,409.73,22205,0.5096822428997712
2019-01-19,412.31,22212,3.044704580644236
2019-01-26,410.91,22219,1.5997173752408003
2019-02-02,410.97,22226,1.6147206266893477
2019-02-09,412.12,22233,2.719714334989874
2019-02-16,411.79,22240,2.3446985001424423
2019-02-23,411.46,22247,1.9696731221469008
2019-03-02,412.08,22254,2.5446382010034654
2019-03-09,412.26,22261,2.6795937367120928
2019-03-16,412.87,22268,3.244539729272674
2019-03-23,410.73,22275,1.0594761786853155
2019-03-30,412.37,22282,2.6544030849498768
2019-04-06,412.62,22289,2.859320448066512
2019-04-13,413.36,22296,3.5542282680351605
2019-04-20,413.94,22303,4.089126544855787
2019-04-27,414.27,22310,4.374015278528418
2019-05-04,414.41,22317,4.468894469053112
2019-05-11,414.95,22324,4.963764116429786
2019-05-18,415.08,22331,5.048624220658439
2019-05-25,414.66,22338,4.583474781739142
2019-06-01,414.21,22345,4.088315799671818
2019-06-08,414.45,22352,4.283147274456553
2019-06-15,413.85,22359,3.63796920609326
2019-06-22,413.68,22366,3.422781594581977
2019-06-29,413.38,22373,3.0775844399227026
2019-07-06,412.69,22380,2.3423777421154455
2019-07-13,412.3,22387,1.9071615011602603
2019-07-20,411.76,22394,1.3219357170569879
2019-07-27,410.32,22401,-0.1632996101942581
2019-08-03,410.5,22408,-0.028544480593438948
2019-08-10,410.48,22415,-0.09379889414060472
2019-08-17,410.05,22422,-0.5690628508358486
2019-08-24,409.52,22429,-1.1443363506790547
2019-08-31,409.32,22436,-1.3896193936702161
2019-09-07,408.8,22443,-1.954911979809367
2019-09-14,408.61,22450,-2.19021410909653
2019-09-21,408.5,22457,-2.3455257815317054
2019-09-28,408.28,22464,-2.610846997114834
